0	0.00199	100000	80.98	0.00202	100000	87.13
1	0.00034	99801	80.14	0.00031	99798	86.31
2	0.00018	99767	79.16	0.00017	99766	85.34
3	0.00013	99749	78.18	0.0001	99749	84.35
4	0.00009	99736	77.19	0.00009	99739	83.36
5	0.0001	99726	76.2	0.00008	99731	82.37
6	0.00011	99716	75.2	0.00008	99722	81.37
7	0.00007	99705	74.21	0.00005	99714	80.38
8	0.00008	99698	73.22	0.00005	99709	79.38
9	0.00006	99690	72.22	0.00005	99704	78.39
10	0.00007	99684	71.23	0.00007	99699	77.39
11	0.00008	99677	70.23	0.00007	99692	76.4
12	0.00007	99669	69.24	0.00007	99685	75.4
13	0.00009	99662	68.24	0.00008	99678	74.41
14	0.00014	99653	67.25	0.00006	99670	73.41
15	0.00017	99639	66.26	0.00008	99664	72.42
16	0.00021	99622	65.27	0.00013	99656	71.42
17	0.00026	99601	64.28	0.00013	99643	70.43
18	0.0003	99576	63.3	0.00013	99630	69.44
19	0.00039	99546	62.32	0.00014	99618	68.45
20	0.0004	99507	61.34	0.00016	99604	67.46
21	0.00056	99467	60.37	0.00019	99589	66.47
22	0.0005	99411	59.4	0.00022	99569	65.48
23	0.00047	99361	58.43	0.00025	99547	64.5
24	0.0005	99315	57.46	0.00025	99523	63.51
25	0.00057	99265	56.48	0.00027	99498	62.53
26	0.0005	99208	55.52	0.00024	99471	61.55
27	0.00052	99158	54.54	0.00024	99447	60.56
28	0.00056	99107	53.57	0.00025	99423	59.58
29	0.00056	99051	52.6	0.00026	99397	58.59
30	0.00059	98995	51.63	0.00029	99372	57.61
31	0.00057	98937	50.66	0.0003	99343	56.62
32	0.00061	98881	49.69	0.00031	99313	55.64
33	0.00065	98821	48.72	0.00034	99283	54.66
34	0.00067	98756	47.75	0.00038	99249	53.67
35	0.00069	98690	46.78	0.00041	99211	52.69
36	0.00074	98621	45.82	0.00045	99170	51.72
37	0.00084	98548	44.85	0.0005	99126	50.74
38	0.00083	98466	43.89	0.00051	99077	49.76
39	0.0009	98384	42.92	0.00054	99026	48.79
40	0.00096	98295	41.96	0.00055	98972	47.82
41	0.0011	98201	41	0.00069	98917	46.84
42	0.00119	98093	40.05	0.00077	98849	45.87
43	0.00133	97976	39.09	0.00075	98773	44.91
44	0.00139	97846	38.14	0.00085	98698	43.94
45	0.00156	97710	37.2	0.00092	98614	42.98
46	0.00183	97558	36.25	0.00104	98523	42.02
47	0.00193	97380	35.32	0.00112	98421	41.06
48	0.00214	97192	34.39	0.00125	98310	40.11
49	0.00244	96985	33.46	0.00142	98188	39.16
50	0.00274	96748	32.54	0.00151	98049	38.21
51	0.00275	96483	31.63	0.00164	97900	37.27
52	0.00311	96218	30.71	0.00173	97739	36.33
53	0.00353	95919	29.81	0.00198	97570	35.39
54	0.0037	95580	28.91	0.00204	97377	34.46
55	0.00412	95227	28.02	0.00206	97179	33.53
56	0.00461	94834	27.13	0.00227	96979	32.6
57	0.00509	94397	26.25	0.00249	96759	31.67
58	0.00553	93916	25.39	0.00262	96517	30.75
59	0.00619	93397	24.52	0.00292	96265	29.83
60	0.00675	92819	23.67	0.00302	95984	28.91
61	0.00726	92192	22.83	0.00329	95694	28
62	0.00797	91523	21.99	0.0035	95380	27.09
63	0.00906	90794	21.17	0.00379	95046	26.18
64	0.00997	89971	20.36	0.00402	94686	25.28
65	0.01094	89075	19.56	0.00465	94305	24.38
66	0.01189	88100	18.77	0.00481	93867	23.49
67	0.013	87053	17.99	0.0053	93415	22.6
68	0.01461	85921	17.22	0.00602	92920	21.72
69	0.0163	84666	16.46	0.00662	92361	20.85
70	0.01579	83285	15.73	0.00669	91749	19.99
71	0.01891	81970	14.97	0.00795	91135	19.12
72	0.02088	80420	14.25	0.00861	90411	18.27
73	0.02146	78741	13.55	0.00933	89633	17.42
74	0.02502	77051	12.83	0.01083	88796	16.58
75	0.02668	75123	12.15	0.01197	87834	15.76
76	0.02999	73119	11.47	0.01323	86783	14.94
77	0.03255	70926	10.81	0.01509	85635	14.14
78	0.03776	68617	10.15	0.0179	84343	13.34
79	0.04123	66026	9.53	0.0197	82833	12.58
80	0.04786	63304	8.92	0.02349	81201	11.82
81	0.05292	60274	8.34	0.02654	79294	11.09
82	0.06065	57085	7.78	0.03006	77189	10.38
83	0.0689	53623	7.25	0.03583	74869	9.69
84	0.07668	49928	6.75	0.04047	72186	9.03
85	0.08828	46100	6.27	0.04813	69265	8.39
86	0.09783	42030	5.83	0.05378	65931	7.79
87	0.11101	37919	5.41	0.06222	62385	7.2
88	0.12157	33709	5.02	0.07078	58504	6.65
