0	0.092840	100000.00	49.820000	0.082350	100000.00	53.600000
1	0.034110	90716.00	53.890000	0.033160	91765.00	57.390000
2	0.016660	87622.00	54.770000	0.016850	88722.00	58.340000
3	0.011400	86162.00	54.690000	0.011350	87227.00	58.330000
4	0.007310	85180.00	54.320000	0.006890	86237.00	57.990000
5	0.005190	84558.00	53.710000	0.004930	85643.00	57.390000
6	0.003860	84118.00	52.990000	0.003620	85221.00	56.680000
7	0.003320	83794.00	52.200000	0.002880	84912.00	55.880000
8	0.002470	83515.00	51.370000	0.002200	84667.00	55.040000
9	0.002240	83309.00	50.490000	0.002040	84481.00	54.160000
10	0.001950	83123.00	49.610000	0.001780	84309.00	53.270000
11	0.001760	82961.00	48.700000	0.001730	84158.00	52.360000
12	0.001700	82815.00	47.790000	0.001810	84013.00	51.450000
13	0.001830	82674.00	46.870000	0.001910	83861.00	50.550000
14	0.002040	82523.00	45.950000	0.002370	83701.00	49.640000
15	0.002690	82355.00	45.050000	0.003160	83502.00	48.760000
16	0.003270	82133.00	44.170000	0.003690	83238.00	47.910000
17	0.004250	81865.00	43.310000	0.004480	82931.00	47.090000
18	0.005490	81516.00	42.490000	0.005270	82560.00	46.300000
19	0.006810	81069.00	41.720000	0.006250	82125.00	45.540000
20	0.007670	80517.00	41.010000	0.007050	81611.00	44.820000
21	0.008320	79900.00	40.320000	0.007360	81036.00	44.140000
22	0.008700	79235.00	39.650000	0.007410	80439.00	43.460000
23	0.009000	78545.00	39.000000	0.007800	79843.00	42.780000
24	0.009010	77838.00	38.350000	0.007870	79220.00	42.110000
25	0.008980	77137.00	37.690000	0.007710	78597.00	41.440000
26	0.008640	76444.00	37.030000	0.007290	77992.00	40.760000
27	0.008660	75783.00	36.350000	0.007370	77423.00	40.060000
28	0.008120	75127.00	35.660000	0.007200	76853.00	39.350000
29	0.008370	74517.00	34.950000	0.007300	76299.00	38.630000
30	0.007960	73893.00	34.240000	0.007160	75742.00	37.910000
31	0.007950	73304.00	33.510000	0.007070	75200.00	37.180000
32	0.008200	72722.00	32.770000	0.006950	74668.00	36.440000
33	0.008240	72125.00	32.040000	0.007040	74149.00	35.700000
34	0.008040	71531.00	31.300000	0.006860	73627.00	34.950000
35	0.008230	70956.00	30.550000	0.006880	73121.00	34.180000
36	0.008340	70372.00	29.800000	0.007120	72618.00	33.420000
37	0.008740	69785.00	29.050000	0.007220	72101.00	32.650000
38	0.008680	69175.00	28.300000	0.007130	71580.00	31.890000
39	0.008730	68575.00	27.540000	0.007410	71070.00	31.110000
40	0.009470	67976.00	26.780000	0.007720	70543.00	30.340000
41	0.009340	67333.00	26.030000	0.007880	69998.00	29.570000
42	0.009620	66704.00	25.270000	0.008100	69447.00	28.800000
43	0.010190	66062.00	24.510000	0.007940	68884.00	28.040000
44	0.010620	65389.00	23.760000	0.007900	68337.00	27.260000
45	0.010960	64694.00	23.010000	0.008200	67797.00	26.470000
46	0.011760	63985.00	22.260000	0.008730	67241.00	25.680000
47	0.012690	63232.00	21.520000	0.009370	66654.00	24.910000
48	0.013030	62430.00	20.790000	0.009510	66030.00	24.140000
49	0.014260	61617.00	20.060000	0.010490	65402.00	23.360000
50	0.014520	60738.00	19.340000	0.011150	64716.00	22.610000
51	0.016330	59856.00	18.620000	0.011660	63994.00	21.860000
52	0.017440	58879.00	17.920000	0.012320	63248.00	21.110000
53	0.019030	57852.00	17.230000	0.013180	62469.00	20.360000
54	0.019960	56751.00	16.550000	0.013510	61645.00	19.630000
55	0.021060	55618.00	15.880000	0.014080	60813.00	18.890000
56	0.022660	54447.00	15.210000	0.015340	59956.00	18.150000
57	0.025530	53213.00	14.550000	0.016240	59036.00	17.430000
58	0.028600	51855.00	13.920000	0.018510	58077.00	16.710000
59	0.030000	50372.00	13.310000	0.019790	57002.00	16.010000
60	0.034990	48861.00	12.710000	0.022820	55874.00	15.330000
61	0.034940	47151.00	12.150000	0.022980	54599.00	14.670000
62	0.040080	45503.00	11.570000	0.026490	53344.00	14.010000
63	0.043510	43680.00	11.040000	0.028820	51931.00	13.370000
64	0.046940	41779.00	10.520000	0.030620	50435.00	12.760000
65	0.051890	39818.00	10.010000	0.033470	48891.00	12.140000
