4118600	2354.8776
860700	4493.5315
31100	23379.505
1137000	1187.0642
331100	3327.0813
11400	26537.788
1.42e+07	113.68947
122120	37612.858
2.59e+07	6742.3786
23200	34144.093
1.01e+08	138.84409
3400	26672.834
567520	28833.69
15040	25074.786
279501	30359.872
124070	38593.936
3.81e+07	94.379019
2410	24110.971
4405860	108.82589
377000	23820.622
50100	23299.118
36200	30337.432
93780	42890.48
459400	26576.143
70900	37740.147
0	36122.984
41990	38645.991
842250	4432.9415
1977000	21722.511
85600	38327.605
27440	22733.967
1187600	3809.9717
0	54093.133
28520	35477.301
177400	39765.846
23050	24198.635
117300	36409.472
-10850	44544.425
754260	33161.936
1.45e+07	103.13069
60500	49377.297
3022	55002.885
1588640	14789.14
222400	29970.08
17070	43359.288
25300	33483.265
1.07e+07	1014.9184
9049800	11485.27
781900	15648.929
1034000	30775.583
-1500	43404.678
35000	35981.634
158300	40781.828
1.24e+07	182.72442
102500	62384.152
0	27949.633
13700	33624.388
1005000	45026.686
5900	38025.819
2.13e+07	90.331541
321400	34396.789
125750	37000.523
14500	25299.875
10300	29581.236
1334550	18767.009
-17700	30726.8
1504200	29574.721
72310	40992.039
329200	38868.946
1.11e+07	1014.9184
880300	619.11213
453530	31586.324
332700	42813.71
532800	3396.2501
2.20e+08	146.78254
0	20640.294
1.15e+08	138.84409
6353300	4963.6777
5800	32398.674
167000	38375.44
104900	32673.416
98820	39417.025
4783400	6200.9733
9.97e+07	103.70098
187900	3327.0813
87200	33181.898
1.72e+07	2003.2497
1131600	5669.3236
834300	32154.542
495320	33943.039
1600	26046.325
-4200	46028.238
115350	26960.295
2569000	6478.8198
248200	37678.688
131660	44211.334
-7740	18605.103
82140	36401.861
77200	41062.045
112030	32648.097
450750	31942.453
9050	39197.918
5861700	9799.2579
1.09e+07	98.707894
67150	34649.831
345400	5154.9933
2554500	1110.5348
294210	22087.635
6.41e+08	4.5087095
46100	21124.038
103749	23233.925
34700	33760.154
18300	40079.608
-13980	27203.725
310410	32200.943
346370	32154.542
4690	36124.913
244820	29166.095
35900	36795.446
65700	24852.492
489590	28388.574
549800	47638.106
9108000	8578.2095
1950	17536.26
165900	38977.622
6.80e+07	131.12722
79000	20886.585
222201	23896.284
41460	25477.734
258800	25678.874
491700	27907.739
1721500	3362.6874
837000	5154.9933
2737800	6200.9733
2734000	5527.6149
567750	2949.7909
830200	47638.106
149720	30863.408
93300	34829.957
654600	32392.473
37840	19609.107
1.55e+07	1719.3463
51000	8029.8495
398950	39360.567
30900	28964.313
81000	33279.703
354600	36661.678
61700	26100.199
31420	26802.636
1077530	3172.0384
3243000	6200.9733
686600	28566.186
1680600	62530.53
4100	41590.827
1216190	2576.2865
47300	39587.855
1500	44208.585
212430	37120.91
142700	54227.816
11720	34272.495
25200	24188.032
2150	33459.449
16690	44336.584
1.21e+07	103.13069
1083880	2691.722
-8700	20846.804
5200	27932.444
1242600	3901.0233
-695	34271.11
306360	36532.483
1.42e+08	86.837838
145450	22294.454
849850	37642.33
-8300	32548.753
9600	11980.535
10640	25178.589
240500	37096.74
274850	9104.768
167230	43840.363
1391300	4193.1944
171250	39383.396
7519200	7722.8634
33500	33480.467
30000	25336.515
1398000	14347.503
492070	37575.909
5211700	1536.2749
2547200	8578.2095
6100	20496.176
87300	26023.723
75690	54493.283
3060	29694.505
-2500	22306.248
4649600	181.51375
46810	19366.812
2694200	14624.64
2850	17815.06
10900	29763.657
28700	51717.825
2210	40876.916
676000	45512.833
500	29820.467
337290	28351.73
600	30957.467
32400	58560.854
-15400	33369.547
1010	28436.309
273640	30622.06
688800	35221.412
24020	52498.497
86850	31218.44
5925410	11561.875
16250	36408.829
65700	33369.547
54000	40020.696
87001	40278.296
34600	43319.416
178500	38587.374
101900	42800.539
58900	38186.902
6000	25653.97
495200	41814.836
8580	32715.974
2480	30583.882
3800	37438.447
3.67e+07	132.24344
33320	36872.407
65150	19569.43
42980	50300.747
3900	26374.466
1700	35241.203
66240	44371.198
2000	21164.892
15250	31733.268
3.44e+07	133.58786
182300	25415.907
568700	28466.389
156000	32128.68
12570	19836.413
2932000	11485.27
266900	1897.3423
66100	43051.997
1283100	7482.9926
653100	34706.769
13600	56617.395
137200	40133.014
1002700	28552.234
10000	37069.868
2.12e+07	1345.6138
43580	29012.61
8177700	108.10484
62000	37507.925
1196000	66232.416
18830	31986.903
15900	32779.625
276550	36028.977
1452500	8389.3181
1.40e+07	2056.9014
7.16e+07	99.253726
157550	38289.592
1783000	6511.444
334900	60526.889
90800	38289.523
170400	46217.785
307800	35788.418
1200	18823.263
544600	47638.106
1341530	16316.799
864500	3513.3591
1.19e+07	154.86794
284100	4253.123
51300	56137.476
4230	28935.073
1006290	9880.2301
-8599	29668.061
334050	26980.595
5819000	1160.2944
2210	30916.586
56501	35106.627
281160	35988.638
348500	12653.021
10550	29031.819
648100	33330.453
523670	8612.4506
6134000	1642.3274
116680	38493.652
245300	32949.798
2.50e+07	153.86341
112380	25871.383
2118400	10638.478
32900	34698.778
933850	26423.801
2.44e+07	139.8045
2014000	6757.5417
77701	33791.765
144200	29313.315
92700	21818.766
20100	29002.325
4427890	11561.875
37530	39904.27
879600	13642.035
200	46022.291
243650	31397.955
-3500	20665.137
2.04e+07	126.36302
36600	24330.888
245540	43468.029
892850	3327.0813
1114200	16007.181
2.84e+07	167.21843
-7100	38480.117
0	28963.816
100	17995.909
6976100	4750.8086
1650300	10943.372
3.52e+07	94.535202
2554000	6200.9733
617000	35868.234
2000	32243.437
4.68e+07	125.50378
323600	33416.478
129250	36386.61
1576100	2576.2865
1700	33481.828
543400	41999.978
3022150	1866.3314
51500	33010.932
237980	47638.106
11450	26257.704
97000	32320.605
68621	57746.756
773900	2823.288
384620	30159.474
70700	1039.3997
370000	41814.836
53600	36497.982
7.17e+07	103.70098
202540	41860.897
3740	33954.892
264500	40698.519
47900	36071.333
68500	37925.719
57700	30188.211
209200	32575.947
1021800	10458.596
1419600	9539.1757
1.99e+07	94.379019
186000	1655.0338
-8100	25158.449
-1040	28944.545
310800	32618.589
37500	35916.75
-28560	29353.87
-590	19763.399
1500	5478.9326
115600	51732.84
1308000	66232.416
2518200	10063.117
2400	30837.274
595100	3639.5061
476600	32407.648
632300	23924.107
1180800	18793.779
2.81e+07	74.719152
-16100	35679.824
-31300	26490.169
1.09e+08	199.02379
483200	31104.797
1.78e+07	6742.3786
880700	28835.863
324600	30775.583
270600	32461.624
109000	47638.106
359500	30407.604
38570	27788.558
179020	37640.595
78960	30004.688
746000	30907.25
620590	30008.776
87680	35404.977
321800	28423.787
6000	31822.659
2000	29484.413
4033600	1564.7193
122220	26658.865
22100	28882.984
44340	32629.068
154900	34503.537
-1900	19702.531
139450	27896.686
0	16969.015
1684110	3513.3591
-43160	36378.831
144725	33593.796
8000	28140.207
50200	26937.396
6449000	5775.2903
1.59e+07	5285.1991
8050	21934.269
4930	29378.312
17000	23210.267
74300	36797.926
3.90e+07	82.555295
-2200	43542.994
429610	41096.878
-9900	29694.505
71990	25895.932
22500	53013.911
1.42e+07	3913.2945
12300	21979.937
2756300	15830.295
2036680	6340.0662
20970	24756.102
2200	20468.088
353000	28003.47
961000	36816.438
10500	17469.041
1872690	18219.667
90860	22278.781
5795000	8210.3299
3.50e+07	105.27766
21700	41217.889
8.12e+07	146.78254
1.85e+07	1606.0276
9263200	7367.9794
47800	36722.382
93200	25534.893
3279900	542.85421
46780	30230
3195900	1288.3214
1.33e+07	98.000477
69300	40957.778
512000	28890.983
309100	35263.323
103400	33356.925
2.01e+07	89.684156
36720	37651.476
2009610	4941.8656
6900	26537.788
189100	1588.5886
153600	30379.049
127790	46378.323
1669000	5457.0651
221000	56514.883
994000	1749.631
286200	36581.905
177910	48559.656
17750	27954.21
204700	40278.99
630200	25525.079
1603500	18701.311
1616200	13547.595
16000	24894.072
38530	37047.764
341700	4175.2527
214200	30254.975
329190	34900.795
53180	31272.915
682700	31295.471
183300	35546.152
263650	40640.742
-5930	18445.237
337830	3949.4423
1336420	12630.24
94900	34694.539
1742300	4703.9975
20420	28448.77
6129080	1564.7193
7610	39941.237
1271500	17289.709
-6400	35405.453
188800	27620.024
45820	33432.075
-1700	20440.503
1.45e+07	110.17685
152600	38977.622
3.91e+07	99.089747
1.15e+07	1118.5512
